Survived,Pclass,Sex,Age,Fare,Cabin,Embarked_0,Embarked_1,Embarked_2,FamilySize
0,2,1,28.0,13.5,,0,0,1,0
0,3,1,29.69911764705882,8.05,,0,0,1,0
0,3,0,29.69911764705882,8.05,,0,0,1,0
0,3,1,24.0,24.15,,0,0,1,2
0,3,1,19.0,7.8958,,0,0,1,0
0,3,0,29.0,21.075,,0,0,1,4
0,3,1,29.69911764705882,7.2292,,1,0,0,0
1,3,1,32.0,7.8542,,0,0,1,0
1,2,1,62.0,10.5,,0,0,1,0
1,1,0,53.0,51.4792,C101,0,0,1,2
1,1,1,36.0,26.3875,E25,0,0,1,0
1,3,0,29.69911764705882,7.75,,0,1,0,0
0,3,1,16.0,8.05,,0,0,1,0
0,3,1,19.0,14.5,,0,0,1,0
1,2,0,34.0,13.0,,0,0,1,0
1,1,0,39.0,55.9,E44,0,0,1,1
0,3,0,29.69911764705882,14.4583,,1,0,0,1
1,3,1,32.0,7.925,,0,0,1,0
1,2,0,25.0,30.0,,0,0,1,2
1,1,0,39.0,110.8833,C68,1,0,0,2
0,2,1,54.0,26.0,,0,0,1,0
0,1,1,36.0,40.125,A10,1,0,0,0
0,3,1,29.69911764705882,8.7125,,1,0,0,0
1,1,0,18.0,79.65,E68,0,0,1,2
0,2,1,47.0,15.0,,0,0,1,0
1,1,1,60.0,79.2,B41,1,0,0,2
0,3,1,22.0,8.05,,0,0,1,0
0,3,1,29.69911764705882,8.05,,0,0,1,0
0,3,1,35.0,7.125,,0,0,1,0
1,1,0,52.0,78.2667,D20,1,0,0,1
0,3,1,47.0,7.25,,0,0,1,0
0,3,0,29.69911764705882,7.75,,0,1,0,2
0,2,1,37.0,26.0,,0,0,1,1
0,3,1,36.0,24.15,,0,0,1,2
1,2,0,29.69911764705882,33.0,,0,0,1,0
0,3,1,49.0,0.0,,0,0,1,0
0,3,1,29.69911764705882,7.225,,1,0,0,0
1,1,1,49.0,56.9292,A20,1,0,0,1
1,2,0,24.0,27.0,,0,0,1,3
0,3,1,29.69911764705882,7.8958,,0,0,1,0
0,1,1,29.69911764705882,42.4,,0,0,1,0
0,3,1,44.0,8.05,,0,0,1,0
1,1,1,35.0,26.55,,1,0,0,0
0,3,1,36.0,15.55,,0,0,1,1
0,3,1,30.0,7.8958,,0,0,1,0
1,1,1,27.0,30.5,,0,0,1,0
1,2,0,22.0,41.5792,,1,0,0,3
1,1,0,40.0,153.4625,C125,0,0,1,0
0,3,0,39.0,31.275,,0,0,1,6
0,3,1,29.69911764705882,7.05,,0,0,1,0
1,3,0,29.69911764705882,15.5,,0,1,0,1
0,3,1,29.69911764705882,7.75,,0,1,0,0
0,3,1,35.0,8.05,,0,0,1,0
1,2,0,24.0,65.0,,0,0,1,3
0,3,1,34.0,14.4,,0,0,1,2
0,3,0,26.0,16.1,,0,0,1,1
1,2,0,4.0,39.0,F4,0,0,1,3
0,2,1,26.0,10.5,,0,0,1,0
0,3,1,27.0,14.4542,,1,0,0,1
1,1,1,42.0,52.5542,D19,0,0,1,1
1,3,1,20.0,15.7417,,1,0,0,2
0,3,1,21.0,7.8542,,0,0,1,0
0,3,1,21.0,16.1,,0,0,1,0
0,1,1,61.0,32.3208,D50,0,0,1,0
0,2,1,57.0,12.35,,0,1,0,0
1,1,0,21.0,77.9583,D9,0,0,1,0
0,3,1,26.0,7.8958,,0,0,1,0
0,3,1,29.69911764705882,7.7333,,0,1,0,0
1,1,1,80.0,30.0,A23,0,0,1,0
0,3,1,51.0,7.0542,,0,0,1,0
1,1,1,32.0,30.5,B50,1,0,0,0
0,1,1,29.69911764705882,0.0,,0,0,1,0
0,3,0,9.0,27.9,,0,0,1,5
1,2,0,28.0,13.0,,0,0,1,0
0,3,1,32.0,7.925,,0,0,1,0
0,2,1,31.0,26.25,,0,0,1,2
0,3,0,41.0,39.6875,,0,0,1,5
0,3,1,29.69911764705882,16.1,,0,0,1,1
0,3,1,20.0,7.8542,,0,0,1,0
1,1,0,24.0,69.3,B35,1,0,0,0
0,3,0,2.0,27.9,,0,0,1,5
1,3,1,29.69911764705882,56.4958,,0,0,1,0
1,3,0,0.75,19.2583,,1,0,0,3
1,1,1,48.0,76.7292,D33,1,0,0,1
0,3,1,19.0,7.8958,,0,0,1,0
1,1,1,56.0,35.5,A26,1,0,0,0
0,3,1,29.69911764705882,7.55,,0,0,1,0
1,3,0,23.0,7.55,,0,0,1,0
0,3,1,29.69911764705882,7.8958,,0,0,1,0
1,2,0,18.0,23.0,,0,0,1,1
0,3,1,21.0,8.4333,,0,0,1,0
1,3,0,29.69911764705882,7.8292,,0,1,0,0
0,3,0,18.0,6.75,,0,1,0,0
0,2,1,24.0,73.5,,0,0,1,2
0,3,1,29.69911764705882,7.8958,,0,0,1,0
0,3,0,32.0,15.5,,0,1,0,2
0,2,1,23.0,13.0,,0,0,1,0
0,1,1,58.0,113.275,D48,1,0,0,2
1,1,1,50.0,133.65,,0,0,1,2
0,3,1,40.0,7.225,,1,0,0,0
0,1,1,47.0,25.5875,E58,0,0,1,0
0,3,1,36.0,7.4958,,0,0,1,0
1,3,1,20.0,7.925,,0,0,1,1
0,2,1,32.0,73.5,,0,0,1,2
0,2,1,25.0,13.0,,0,0,1,0
0,3,1,29.69911764705882,7.775,,0,0,1,0
0,3,1,43.0,8.05,,0,0,1,0
1,1,0,29.69911764705882,52.0,C126,0,0,1,1
1,2,0,40.0,39.0,,0,0,1,2
0,1,1,31.0,52.0,B71,0,0,1,1
0,2,1,70.0,10.5,,0,0,1,0
1,2,1,31.0,13.0,,0,0,1,0
0,2,1,29.69911764705882,0.0,,0,0,1,0
0,3,1,18.0,7.775,,0,0,1,0
0,3,1,24.5,8.05,,0,0,1,0
1,3,0,18.0,9.8417,,0,0,1,0
0,3,0,43.0,46.9,,0,0,1,7
1,1,1,36.0,512.3292,B51 B53 B55,1,0,0,1
0,3,0,29.69911764705882,8.1375,,0,1,0,0
1,1,1,27.0,76.7292,D49,1,0,0,0
0,3,1,20.0,9.225,,0,0,1,0
0,3,1,14.0,46.9,,0,0,1,7
0,2,1,60.0,39.0,,0,0,1,2
0,2,1,25.0,41.5792,,1,0,0,3
0,3,1,14.0,39.6875,,0,0,1,5
0,3,1,19.0,10.1708,,0,0,1,0
0,3,1,18.0,7.7958,,0,0,1,0
1,1,0,15.0,211.3375,B5,0,0,1,1
1,1,1,31.0,57.0,B20,0,0,1,1
1,3,0,4.0,13.4167,,1,0,0,1
1,3,1,29.69911764705882,56.4958,,0,0,1,0
0,3,1,25.0,7.225,,1,0,0,0
0,1,1,60.0,26.55,,0,0,1,0
0,2,1,52.0,13.5,,0,0,1,0
0,3,1,44.0,8.05,,0,0,1,0
1,3,0,29.69911764705882,7.7333,,0,1,0,0
0,1,1,49.0,110.8833,C68,1,0,0,2
0,3,1,42.0,7.65,F G63,0,0,1,0
1,1,0,18.0,227.525,C62 C64,1,0,0,1
1,1,1,35.0,26.2875,E24,0,0,1,0
0,3,0,18.0,14.4542,,1,0,0,1
0,3,1,25.0,7.7417,,0,1,0,0
0,3,1,26.0,7.8542,,0,0,1,1
0,2,1,39.0,26.0,,0,0,1,0
1,2,0,45.0,13.5,,0,0,1,0
1,1,1,42.0,26.2875,E24,0,0,1,0
1,1,0,22.0,151.55,,0,0,1,0
1,3,1,29.69911764705882,15.2458,,1,0,0,2
1,1,0,24.0,49.5042,C90,1,0,0,0
0,1,1,29.69911764705882,26.55,C124,0,0,1,0
1,1,1,48.0,52.0,C126,0,0,1,1
0,3,1,29.0,9.4833,,0,0,1,0
0,2,1,52.0,13.0,,0,0,1,0
0,3,1,19.0,7.65,F G73,0,0,1,0
1,1,0,38.0,227.525,C45,1,0,0,0
1,2,0,27.0,10.5,E101,0,0,1,0
0,3,1,29.69911764705882,15.5,,0,1,0,0
0,3,1,33.0,7.775,,0,0,1,0
1,2,0,6.0,33.0,,0,0,1,1
0,3,1,17.0,7.0542,,0,0,1,1
0,2,1,34.0,13.0,,0,0,1,0
0,2,1,50.0,13.0,,0,0,1,0
1,1,1,27.0,53.1,E8,0,0,1,1
0,3,1,20.0,8.6625,,0,0,1,0
1,2,0,30.0,21.0,,0,0,1,3
1,3,0,29.69911764705882,7.7375,,0,1,0,0
0,2,1,25.0,26.0,,0,0,1,1
0,3,0,25.0,7.925,,0,0,1,1
1,1,0,29.0,211.3375,B5,0,0,1,0
0,3,1,11.0,18.7875,,1,0,0,0
0,2,1,29.69911764705882,0.0,,0,0,1,0
0,2,1,23.0,13.0,,0,0,1,0
0,2,1,23.0,13.0,,0,0,1,0
0,3,1,28.5,16.1,,0,0,1,0
0,3,0,48.0,34.375,,0,0,1,4
1,1,1,35.0,512.3292,B101,1,0,0,0
0,3,1,29.69911764705882,7.8958,,0,0,1,0
0,3,1,29.69911764705882,7.8958,,0,0,1,0
1,1,1,29.69911764705882,30.0,D45,0,0,1,0
0,1,1,36.0,78.85,C46,0,0,1,1
1,1,0,21.0,262.375,B57 B59 B63 B66,1,0,0,4
0,3,1,24.0,16.1,,0,0,1,1
1,3,1,31.0,7.925,,0,0,1,0
0,1,1,70.0,71.0,B22,0,0,1,2
0,3,1,16.0,20.25,,0,0,1,2
1,2,0,30.0,13.0,,0,0,1,0
0,1,1,19.0,53.1,D30,0,0,1,1
0,3,1,31.0,7.75,,0,1,0,0
1,2,0,4.0,23.0,,0,0,1,2
1,3,1,6.0,12.475,E121,0,0,1,1
0,3,1,33.0,9.5,,0,0,1,0
0,3,1,23.0,7.8958,,0,0,1,0
1,2,0,48.0,65.0,,0,0,1,3
1,2,1,0.67,14.5,,0,0,1,2
0,3,1,28.0,7.7958,,0,0,1,0
0,2,1,18.0,11.5,,0,0,1,0
0,3,1,34.0,8.05,,0,0,1,0
1,1,0,33.0,86.5,B77,0,0,1,0
0,3,1,29.69911764705882,14.5,,0,0,1,0
0,3,1,41.0,7.125,,0,0,1,0
1,3,1,20.0,7.2292,,1,0,0,0
1,1,0,36.0,120.0,B96 B98,0,0,1,3
0,3,1,16.0,7.775,,0,0,1,0
1,1,0,51.0,77.9583,D11,0,0,1,1
0,1,1,29.69911764705882,39.6,,1,0,0,0
0,3,0,30.5,7.75,,0,1,0,0
0,3,1,29.69911764705882,24.15,,0,1,0,1
0,3,1,32.0,8.3625,,0,0,1,0
0,3,1,24.0,9.5,,0,0,1,0
0,3,1,48.0,7.8542,,0,0,1,0
0,2,0,57.0,10.5,E77,0,0,1,0
0,3,1,29.69911764705882,7.225,,1,0,0,0
1,2,0,54.0,23.0,,0,0,1,4
0,3,1,18.0,7.75,,0,0,1,0
0,3,1,29.69911764705882,7.75,F38,0,1,0,0
1,3,0,5.0,12.475,,0,0,1,0
0,3,1,29.69911764705882,7.7375,,0,1,0,0
1,1,0,43.0,211.3375,B3,0,0,1,1
1,3,0,13.0,7.2292,,1,0,0,0
1,1,0,17.0,57.0,B20,0,0,1,1
0,1,1,29.0,30.0,D6,0,0,1,0
0,3,1,29.69911764705882,23.45,,0,0,1,3
0,3,1,25.0,7.05,,0,0,1,0
0,3,1,25.0,7.25,,0,0,1,0
1,3,0,18.0,7.4958,,0,0,1,0
0,3,1,8.0,29.125,,0,1,0,5
1,3,1,1.0,20.575,,0,0,1,3
0,1,1,46.0,79.2,B82 B84,1,0,0,0
0,3,1,29.69911764705882,7.75,,0,1,0,0
0,2,1,16.0,26.0,,0,0,1,0
0,3,0,29.69911764705882,69.55,,0,0,1,10
0,1,1,29.69911764705882,30.6958,,1,0,0,0
0,3,1,25.0,7.8958,,0,0,1,0
0,2,1,39.0,13.0,,0,0,1,0
1,1,0,49.0,25.9292,D17,0,0,1,0
1,3,0,31.0,8.6833,,0,0,1,0
0,3,1,30.0,7.2292,,1,0,0,0
0,3,0,30.0,24.15,,0,0,1,2
0,2,1,34.0,13.0,,0,0,1,0
1,2,0,31.0,26.25,,0,0,1,2
1,1,1,11.0,120.0,B96 B98,0,0,1,3
1,3,1,0.42,8.5167,,1,0,0,1
1,3,1,27.0,6.975,,0,0,1,0
0,3,1,31.0,7.775,,0,0,1,0
0,1,1,39.0,0.0,A36,0,0,1,0
0,3,0,18.0,7.775,,0,0,1,0
0,2,1,39.0,13.0,,0,0,1,0
1,1,0,33.0,53.1,E8,0,0,1,1
0,3,1,26.0,7.8875,,0,0,1,0
0,3,1,39.0,24.15,,0,0,1,0
0,2,1,35.0,10.5,,0,0,1,0
0,3,0,6.0,31.275,,0,0,1,6
0,3,1,30.5,8.05,,0,0,1,0
0,1,1,29.69911764705882,0.0,B102,0,0,1,0
0,3,0,23.0,7.925,,0,0,1,0
0,2,1,31.0,37.0042,,1,0,0,2
0,3,1,43.0,6.45,,0,0,1,0
0,3,1,10.0,27.9,,0,0,1,5
1,1,0,52.0,93.5,B69,0,0,1,2
1,3,1,27.0,8.6625,,0,0,1,0
0,1,1,38.0,0.0,,0,0,1,0
1,3,0,27.0,12.475,E121,0,0,1,1
0,3,1,2.0,39.6875,,0,0,1,5
0,3,1,29.69911764705882,6.95,,0,1,0,0
0,3,1,29.69911764705882,56.4958,,0,0,1,0
1,2,1,1.0,37.0042,,1,0,0,2
1,3,1,29.69911764705882,7.75,,0,1,0,0
1,1,0,62.0,80.0,B28,0,0,1,0
1,3,0,15.0,14.4542,,1,0,0,1
1,2,1,0.83,18.75,,0,0,1,2
0,3,1,29.69911764705882,7.2292,,1,0,0,0
0,3,1,23.0,7.8542,,0,0,1,0
0,3,1,18.0,8.3,,0,0,1,0
1,1,0,39.0,83.1583,E49,1,0,0,2
0,3,1,21.0,8.6625,,0,0,1,0
0,3,1,29.69911764705882,8.05,,0,0,1,0
1,3,1,32.0,56.4958,,0,0,1,0
1,1,1,29.69911764705882,29.7,C47,1,0,0,0
0,3,1,20.0,7.925,,0,0,1,0
0,2,1,16.0,10.5,,0,0,1,0
1,1,0,30.0,31.0,,1,0,0,0
0,3,1,34.5,6.4375,,1,0,0,0
0,3,1,17.0,8.6625,,0,0,1,0
0,3,1,42.0,7.55,,0,0,1,0
0,3,1,29.69911764705882,69.55,,0,0,1,10
0,3,1,35.0,7.8958,,1,0,0,0
0,2,1,28.0,33.0,,0,0,1,1
1,1,0,29.69911764705882,89.1042,C92,1,0,0,1
0,3,1,4.0,31.275,,0,0,1,6
0,3,1,74.0,7.775,,0,0,1,0
0,3,0,9.0,15.2458,,1,0,0,2
1,1,0,16.0,39.4,D28,0,0,1,1
0,2,0,44.0,26.0,,0,0,1,1
1,3,0,18.0,9.35,,0,0,1,1
1,1,0,45.0,164.8667,,0,0,1,2
1,1,1,51.0,26.55,E17,0,0,1,0
1,3,0,24.0,19.2583,,1,0,0,3
0,3,1,29.69911764705882,7.2292,,1,0,0,0
0,3,1,41.0,14.1083,,0,0,1,2
0,2,1,21.0,11.5,,0,0,1,1
1,1,0,48.0,25.9292,D17,0,0,1,0
0,3,0,29.69911764705882,69.55,,0,0,1,10
0,2,1,24.0,13.0,,0,0,1,0
1,2,0,42.0,13.0,,0,0,1,0
1,2,0,27.0,13.8583,,1,0,0,1
0,1,1,31.0,50.4958,A24,0,0,1,0
0,3,1,29.69911764705882,9.5,,0,0,1,0
1,3,1,4.0,11.1333,,0,0,1,2
0,3,1,26.0,7.8958,,0,0,1,0
1,1,0,47.0,52.5542,D35,0,0,1,2
0,1,1,33.0,5.0,B51 B53 B55,0,0,1,0
0,3,1,47.0,9.0,,0,0,1,0
1,2,0,28.0,24.0,,1,0,0,1
1,3,0,15.0,7.225,,1,0,0,0
0,3,1,20.0,9.8458,,0,0,1,0
0,3,1,19.0,7.8958,,0,0,1,0
0,3,1,29.69911764705882,7.8958,,0,0,1,0
1,1,0,56.0,83.1583,C50,1,0,0,1
1,2,0,25.0,26.0,,0,0,1,1
0,3,1,33.0,7.8958,,0,0,1,0
0,3,0,22.0,10.5167,,0,0,1,0
0,2,1,28.0,10.5,,0,0,1,0
0,3,1,25.0,7.05,,0,0,1,0
0,3,0,39.0,29.125,,0,1,0,5
0,2,1,27.0,13.0,,0,0,1,0
1,1,0,19.0,30.0,B42,0,0,1,0
0,3,0,29.69911764705882,23.45,,0,0,1,3
1,1,1,26.0,30.0,C148,1,0,0,0
0,3,1,32.0,7.75,,0,1,0,0
